Angle,Distance,Both,Traveled,Ping
0,0,4,18572154.83765348,61.95004065630484
0,0,4,17709866.60944296,59.07375671068574
0,2,2,16929444.020754427,56.47054714663809
0,2,2,17552075.792490676,58.547423196301764
0,1,3,18003288.732920587,60.052507568504616
0,1,3,17175386.677304044,57.29092354913709
0,0,4,17629014.444635537,58.80406291689854
0,0,4,17575021.862784214,58.62396304857056
0,1,3,17046310.917108513,56.86037315464841
0,1,3,16929700.309352767,56.471402033387946
0,0,4,17702238.768236976,59.048312971014106
0,1,3,18152714.84208904,60.550939420867344
0,0,4,17598720.555974033,58.70301338061033
0,1,3,18357735.270530127,61.23481396253055
0,0,4,17722844.952354856,59.11704780308033
0,1,3,17640060.995815404,58.840910245638085
0,2,2,17589575.717535716,58.67250948281272
0,0,4,18736088.335068453,62.496863947331796
0,1,3,18510129.11206459,61.74314510457391
0,0,4,18475316.25050742,61.62702189713347
0,1,3,18059037.513527192,60.23846548535962
0,0,4,17706421.897655874,59.06226638890431
0,0,4,18653730.718759857,62.22214850783256
0,0,4,17379565.42999096,57.971990562667656
0,1,3,17278663.435961474,57.63541773700094
1,1,2,17667275.30156486,58.93168739898132
0,1,3,17811853.50917131,59.41394839225478
0,1,3,17497187.00165395,58.364333896560595
0,1,3,18036957.492585957,60.16481446279607
1,0,3,19427612.449491203,64.80354011807155
1,0,3,17888501.486103654,59.669618524702486
0,1,3,17672903.74526377,58.95046186640457
0,1,3,17625812.434413504,58.79338216040201
0,0,4,17861348.03150044,59.57904434893599
0,0,4,17087559.649183694,56.9979641154936
0,2,2,17783887.04853087,59.3206623202382
0,2,2,17359474.94731299,57.90497592545487
0,1,3,17794296.339675467,59.35538397829286
0,1,3,17751745.51510776,59.21344970437734
0,0,4,17780697.88970257,59.31002443137719
0,1,3,16936430.171470165,56.49385043721769
0,0,4,17870113.103078064,59.60828148083241
0,0,4,18165743.422026843,60.59439808594397
0,1,3,17872777.54360279,59.617169097820096
0,1,3,17765010.945963375,59.25769841908022
0,0,4,17597019.372572146,58.697338843550305
1,0,3,19221669.6112778,64.11658874857679
0,0,4,17080934.28484823,56.975864278747
1,0,3,19038087.831252154,63.50422584100032
0,1,3,17701278.822953183,59.045110938192465
0,0,4,17451131.830213893,58.210710379629745
0,1,3,18047615.5978234,60.2003660753338
0,0,4,17639737.855456136,58.83983236541528
0,1,3,17086984.326289136,56.9960450448731
0,1,3,17102720.447096534,57.04853509421376
0,1,3,16813997.894904274,56.085460318935695
0,0,4,18706776.424884778,62.39908993869004
0,0,4,18154282.460848898,60.55616843423471
0,0,4,19164423.723494098,63.92563701967903
1,0,3,17253610.83480499,57.55185125407222
0,0,4,18783426.20164525,62.654766074718204
0,0,4,17973937.090413406,59.95460102709658
0,0,4,17382846.234394364,57.9829341482641
0,0,4,17912881.047636483,59.75093998908526
0,1,3,16998158.724794775,56.699754728967484
0,2,2,20345500.492441233,67.86528508389563
0,1,3,17109541.303361967,57.0712870218521
0,2,2,17615549.144044112,58.759147508515404
0,0,4,18810513.091814954,62.74511821543285
0,0,4,17147497.459728364,57.197895132252306
0,0,4,18436073.59829305,61.49612249846958
0,1,3,17291554.08178624,57.67841630339838
0,1,3,17373845.91080599,57.952912300121355
0,1,3,17589444.500164922,58.67207178877417
0,0,4,17874067.517881606,59.621471988880224
0,1,3,17820829.77150723,59.443889980697946
0,0,4,18882287.384484064,62.98453148695664
0,1,3,17483720.872434452,58.3194157241717
0,0,4,17260718.205306858,57.57555889033732
0,0,4,17801498.50016442,59.379407799922824
0,2,2,18265179.018859003,60.926079537034795
0,1,3,17866802.42973368,59.59723826317257
0,0,4,17026122.665361397,56.79303239492256
0,1,3,17278001.743389446,57.63321056814534
0,1,3,18493962.09873554,61.68921775248254
0,1,3,17675725.082251795,58.959872833663944
0,0,4,18563927.667364478,61.922597769986844
0,1,3,18175033.195580307,60.62538543525027
0,1,3,16974381.79886528,56.62044344059572
0,0,4,17827780.873196214,59.46707636030779
0,0,4,17100471.63165455,57.04103385328199
0,1,3,18015865.763783187,60.09446002798412
0,0,4,17766182.69075402,59.26160693901524
0,0,4,18270846.984956164,60.944985836989055
0,1,3,17864237.091006402,59.588681214201074
0,0,4,17916609.321317844,59.76337617153997
0,0,4,17869350.632405594,59.60573815241566
0,0,4,17021317.808861364,56.77700511870573
0,0,4,17716075.281235505,59.09446661071253
0,0,4,18974846.44556222,63.29327528362562
0,1,3,17833897.644447826,59.487479713124685
0,0,4,16931718.325096056,56.478133409387915
0,0,4,17278739.50180661,57.63567146535072
0,0,4,19188954.17023666,64.00746178294979
0,1,3,19025976.407350864,63.46382647917886
0,0,4,18269780.974122327,60.94143000757273
0,0,4,17820826.809250243,59.443880099672164
0,1,3,17440659.237581365,58.17577757053821
0,1,3,17325395.323621523,57.79129853628312
0,1,3,17410797.959506385,58.0761710678483
1,0,3,17295097.239469487,57.69023500534479
0,1,3,18053926.409187,60.22141667629889
0,1,3,17225164.210906904,57.45696352981913
0,0,4,18017357.048335116,60.099434417839774
0,1,3,18395790.36874986,61.36175210743082
0,0,4,18201225.37093843,60.71275312857916
0,0,4,17099032.40973771,57.03623312568516
0,2,2,18303856.399947274,61.055093394168914
0,0,4,18732039.279623028,62.48335775208109
0,0,4,17551533.852337494,58.545615478521235
0,1,3,18266701.417764794,60.93115771320408
0,0,4,16622550.515987415,55.44686059741082
0,0,4,17695019.588250034,59.02423237844929
0,2,2,18047948.974126074,60.20147809898884
0,0,4,17994413.382790957,60.022902586951545
0,0,4,18232062.28376869,60.81561399853467
0,1,3,16911296.93305476,56.41001497734406
0,2,2,16865680.60925416,56.25785529858082
0,1,3,17373248.419021927,57.95091928204466
1,1,2,17978263.831289716,59.969033481248495
0,1,3,18624754.448043298,62.12549407194989
1,1,2,16990922.65523428,56.67561779884908
0,1,3,17809797.025761224,59.40708870192926
0,1,3,17917146.974172052,59.76516958843038
0,0,4,18830643.804778855,62.81226704643581
0,1,3,17594927.361125313,58.690360644449676
0,0,4,17573289.549824424,58.61818467448168
0,0,4,18301206.30658053,61.046253634149245
0,0,4,17728762.86882041,59.136787847724925
0,0,4,17642194.774896234,58.84802776657006
0,0,4,18043448.375237808,60.18646571692854
0,0,4,17885565.01735035,59.6598235192094
0,1,3,17934498.11792212,59.823046774472935
0,1,3,18517501.47988819,61.76773667676344
0,0,4,18203493.224405743,60.72031787352829
0,0,4,17568797.12827296,58.60319956908109
0,0,4,17515580.055848826,58.42568652177434
0,1,3,17286031.3386638,57.659994415149
0,1,3,18280704.70153681,60.977867640327844
0,1,3,19096645.186090633,63.69955215314235
0,1,3,17056980.94394851,56.89596453337208
0,1,3,17902347.90662044,59.71580521232475
0,1,3,17480192.4038069,58.307646019641325
0,0,4,18332369.477462377,61.15020278382981
0,0,4,18002385.38866324,60.04949433638597
0,0,4,17168498.661966935,57.26794760294747
0,0,4,18568155.6842768,61.936700916439335
0,1,3,17470033.404136773,58.27375924408443
0,0,4,18001458.91812064,60.04640396328265
0,1,3,17534008.989020728,58.48715882637396
0,0,4,18819863.632244617,62.77630826122128
0,1,3,17169950.89198126,57.27279172088726
0,0,4,17952276.690347217,59.88234970911749
0,1,3,17732786.50312363,59.150209247172086
0,1,3,17370367.70021323,57.941310238351136
0,0,4,17424729.693443846,58.122642330412226
0,0,3,17449618.493574243,58.20566243192671
0,0,4,17842646.954156514,59.51666426908526
0,0,4,19455307.342901245,64.89592033930715
0,1,3,17716897.355439473,59.09720875511115
0,1,3,17579010.880505536,58.63726897952874
0,0,4,17087571.952434532,56.99800515472121
0,1,3,18370420.492062774,61.2771273072421
0,0,4,18594966.172342222,62.026131078969584
0,1,3,17239384.47531409,57.504397226440176
0,0,4,18064855.697193556,60.257872857192766
0,0,4,16958562.3432386,56.56767541621728
0,0,4,17805859.94684757,59.393956020186074
0,0,4,17080523.48629219,56.97449400225131
0,1,3,16891450.684469517,56.343815017378276
0,0,4,18303678.644838892,61.05450046694602
0,1,3,18120893.850328777,60.444796016911035
0,0,4,17313944.07772062,57.75310129125004
0,1,3,17590612.31667103,58.675967205362326
0,1,3,17624561.5150449,58.789209542500636
1,0,3,17549206.09496419,58.53785091564876
0,0,4,17350641.12192925,57.87550945554564
0,0,4,17450921.114069343,58.21000750622405
0,0,4,17584121.91943874,58.65431757041524
0,0,4,18308198.46635041,61.06957696877606
0,1,3,16960661.415280845,56.574677166929256
1,1,2,19175143.447060276,63.96139416883885
0,0,4,18181560.112752903,60.64715688760661
0,0,4,17666353.523414996,58.92861267801547
0,1,3,17922562.875358082,59.783235090338906
0,1,3,17963678.79155351,59.92038302509356
0,0,4,17869114.813949432,59.604951546710815
0,1,3,17820672.322697442,59.44336478799667
0,0,4,17744921.87532128,59.190688491912155
0,1,3,17889751.118712198,59.67378685043428
0,1,3,17293734.564381607,57.68568961048708
0,1,3,17143279.43905164,57.183825329652855
0,1,3,17019947.97863029,56.77243585685922
0,0,4,17792455.97820205,59.34924519315472
1,1,2,18239705.90547635,60.84111037629429
0,2,2,18518287.474985577,61.77035847421583
0,1,3,17781639.70923834,59.31316600321103
0,0,4,17542668.662347566,58.51604438754645
0,0,4,18083712.846673355,60.320773537654844
0,2,2,16889998.453736912,56.33897089704256
0,0,4,17877048.104577683,59.63141415599092
0,1,3,18159696.774900716,60.574228642033326
0,0,4,17722624.78663953,59.11631340929917
0,1,3,18099536.13834045,60.37355435768688
0,0,4,18794221.396890737,62.69077497030391
0,1,3,17411195.942579422,58.077498596493776
0,0,4,17784739.16812149,59.32350468525963
0,0,4,17263531.654575948,57.58494354699822
0,1,3,17831032.34908515,59.47792211650966
0,0,4,17131392.35776775,57.14417429425826
0,1,3,18090910.150626197,60.34478115962397
0,1,3,17368986.03293303,57.93670149235854
0,0,4,17655534.252250466,58.89252347380772
0,1,3,17786143.557077434,59.328189222604834
0,1,3,18207242.716879986,60.73282483425796
0,2,2,17372765.116692062,57.94930715899023
0,0,4,17684514.5353591,58.98919129358979
0,0,4,17572424.77103078,58.61530008290396
0,0,4,17822510.68235669,59.44949689580144
0,1,3,17108002.743247468,57.06615493769286
0,0,4,17434179.95540194,58.15416501141689
0,2,2,16967583.697757427,56.597767415993374
0,1,3,17900571.400320206,59.709879425118714
0,1,3,17678275.34080295,58.96837958058207
0,0,4,18071246.56053444,60.27919048281335
0,0,4,17472212.255305424,58.28102710931934
0,0,4,17857723.38731477,59.566953837273246
0,0,4,17313260.775676943,57.75082204095537
0,0,4,17285590.64613254,57.65852442308468
0,1,3,17296025.736400906,57.69333213775368
0,1,3,17241484.75437769,57.51140300334205
0,1,3,17870987.592887435,59.611198464872096
0,1,3,17730528.630399603,59.14267779439921
0,1,3,18092003.713246364,60.34842889190769
0,0,4,18388890.734001894,61.338737403058246
0,0,4,17138646.857326902,57.16837270023534
0,1,3,17582907.514979012,58.65026675314009
0,1,3,17498944.585012067,58.37019656362556
0,1,3,18255762.986909855,60.894671035050514
0,1,3,17788632.442094505,59.33649124944793
0,0,4,18063021.51610733,60.25175468760738
0,0,4,17281058.212509144,57.64340585177748
0,1,3,18315212.87593928,61.092974520810756
0,1,3,17332425.19113422,57.81474765040192
0,0,4,17136835.966455095,57.16233221844346
0,1,3,17918683.92704442,59.77029631140692
0,1,3,18256047.112803776,60.89561877702412
0,1,3,17221610.994691692,57.44511127622135
0,0,4,17437976.327866003,58.16682834696148
0,1,3,17311190.283971246,57.74391562398504
0,1,3,17837533.810734324,59.49960865837906
0,1,3,18222780.142852765,60.784652108966895
1,1,2,18068016.53938842,60.26841629193103
0,0,4,16959891.495577578,56.57210899122017
0,0,4,17076763.076154765,56.961950624116994
0,0,4,17574124.104469944,58.620968449152514
0,0,4,17813520.216442045,59.41950792931909
0,2,2,17345530.742918618,57.85846306592391
0,1,3,17278941.946914617,57.63634674954802
0,1,3,17372197.42505772,57.94741354351399
0,1,3,18360033.137262557,61.24247882095658
0,0,4,17317718.148544237,57.76569023652896
0,2,2,18165944.868972246,60.595070040629196
0,1,3,17514871.83310645,58.423324144975986
0,1,3,18429335.631064653,61.47364705889949
0,1,3,17521116.12644385,58.444152865687364
0,1,3,17510888.040324274,58.410035642538894
0,0,4,17531099.62559767,58.47745423453107
0,2,2,17487946.94207086,58.33351237521087
0,1,3,17751157.02271922,59.211486705053105
0,0,4,18763902.537554763,62.58964214081078
1,1,2,17704477.497032102,59.055780566513334
0,1,3,17541420.991884723,58.51188260682825
0,1,3,17088863.754008565,57.002314140982136
0,0,4,17356781.003785945,57.89598989704379
0,1,3,17557342.25857578,58.56499023636465
0,1,3,17867880.19157569,59.60083328973325
0,0,4,18681663.10206983,62.31532091010932
0,0,4,18597573.737149034,62.03482897898216
1,1,2,17089415.14735524,57.004153391222225
0,1,3,17672936.5388856,58.95057125415324
0,1,3,17405929.119606614,58.059930365981636
0,2,2,16891880.081091367,56.34524733034432
0,0,4,18454121.592108306,61.55632412614247
0,2,2,17696931.774355624,59.030610744773455
0,1,3,17605361.493871037,58.72516516516692
0,1,3,18098733.917875364,60.37087843823316
0,0,4,16954355.473682962,56.55364280975423
0,0,4,17431627.01829641,58.14564932980305
0,1,3,18198473.11934941,60.703572605407416
0,1,3,17315599.998831477,57.758624849557506
0,2,2,17718805.620067753,59.103574040794925
0,0,4,17315804.456218205,57.75930684599417
0,0,4,17008722.554771047,56.734991873081185
0,1,3,18268810.863021825,60.93819406523633
0,0,4,17981596.346578155,59.980149555791876
0,1,3,17390095.95229125,58.0071166043326
0,0,4,17690839.061890718,59.01028764343129
0,0,4,18173356.076720778,60.61979116886376
0,1,3,17826374.57837066,59.462385465665825
0,1,3,18199877.67571493,60.708257701170865
0,1,3,17850265.77348802,59.542077915022716
0,1,3,17715305.329943094,59.0918983296334
0,1,3,17777561.19907003,59.29956155757978
0,2,2,17228583.230378322,57.46836815125969
0,2,2,17503698.30364671,58.386053262283255
0,1,3,17456114.020719703,58.227329178422366
0,1,3,17660914.64715482,58.91047053950824
1,0,3,17984671.6509932,59.99040766720694
0,1,3,17697564.23992309,59.03272042283509
0,1,3,17782594.68589827,59.31635146248733
0,0,4,17717695.01771949,59.09986947009597
0,0,4,17514416.6293217,58.42180574857995
0,1,3,17077573.26112944,56.96465311031522
0,0,4,18122997.761398423,60.45181390888109
0,1,3,17569292.11093106,58.60485065351698
0,1,3,17701555.024485487,59.04603224734076
1,0,3,17518193.52501642,58.43440411661466
0,0,4,17697580.365608837,59.03277421233321
0,1,3,17158104.573427245,57.233276655324666
0,1,3,18004885.34865557,60.05783330537033
0,0,4,18128673.166007705,60.470745021041175
0,2,2,17831381.075722184,59.47908534336896
0,1,3,18106065.305682007,60.39533331579901
0,1,3,17731428.33978175,59.1456789018792
0,2,2,17994969.690844752,60.02475823089008
0,0,4,18873609.333409138,62.955584624214616
0,1,3,18859914.138993144,62.90990237257052
0,0,4,17956202.060478546,59.89544333456658
0,0,4,17553053.861304484,58.550685682712725
0,1,3,17243888.151030935,57.51941987169595
0,2,2,17528452.076994654,58.46862296292957
0,0,4,18024714.277292226,60.12397549220593
0,1,3,17399248.160340168,58.03764508450529
0,0,4,17817231.285859123,59.43188672452492
0,0,4,17399762.930166878,58.03936217183156
0,1,3,18027794.209002852,60.13424903861774
1,1,2,17747135.491117787,59.19807231946419
0,0,4,18914405.473574176,63.09166590093973
0,0,4,17887872.3025416,59.667519794232575
0,2,2,17119852.969204642,57.10568303694954
0,0,4,17676136.824943643,58.961246259457724
0,1,3,17523796.11818916,58.45309235596362
0,1,3,17728690.097156018,59.136545107579416
0,1,3,17692920.266845595,59.017229795954556
0,0,4,17890051.243896287,59.67478796029573
0,1,3,17405541.24111193,58.058636542581745
0,0,4,17471870.069886547,58.27988570161534
0,0,4,18506962.185595583,61.732581374881505
0,0,4,17567134.12769137,58.59765239620096
0,1,3,17670008.20741882,58.94080339172651
0,1,3,17346865.520946804,57.862915406206234
0,2,2,17933075.2223863,59.818300505821604
0,1,3,17492529.20476325,58.348797158402306
0,0,4,18254335.59657205,60.8899097733535
0,0,4,17600486.47413135,58.70890384957302
0,1,3,17405426.649612132,58.05825430647972
0,0,4,17621048.94750191,58.77749287827946
0,1,3,17395683.353143428,58.025754167554595
0,1,3,17229651.08039966,57.4719301155452
0,0,4,17531365.26095583,58.47834029871595
0,0,4,17644584.972336736,58.856000607089115
0,1,3,17592912.024080273,58.68363820362536
0,0,4,17698403.26780236,59.035519118607716
0,2,2,17417968.723253842,58.100090161220876
0,0,4,17774794.835862238,59.290333963114264
0,0,4,18515441.79877191,61.76086632003812
0,0,4,17665132.914055254,58.92454116342159
0,0,4,17531585.583600108,58.47907521595576
0,0,4,17279977.142721504,57.63979979109782
0,1,3,17755298.512034636,59.225301226507966
0,0,4,17842100.391114824,59.51484113100839
0,0,4,17783468.78792197,59.31926715301324
0,2,2,17096204.44588984,57.02680005360056
0,0,4,17543214.167475365,58.5178639968024
0,1,3,17285744.780915875,57.65903856138353
0,0,4,17131762.288945638,57.145408251852864
0,2,2,17103324.119399507,57.050548728282564
0,1,3,17903641.167873584,59.72011906755113
0,0,4,17344697.07076846,57.855682234940765
0,1,3,17475081.022872362,58.29059628796117
0,0,4,17780515.454516023,59.3094158930938
0,1,3,18091552.375660896,60.34692339176439
0,0,4,17707241.54309138,59.06500043180332
0,0,4,17976930.937089093,59.964587424738575
0,0,4,17660269.1898124,58.90831752554974
0,1,3,17050839.719210286,56.87547961250328
0,0,4,17919763.05931263,59.77389590921737
0,0,4,17073914.101133563,56.95244746630169
0,0,4,17874909.650780678,59.62428104188412
0,1,3,17831638.935109787,59.47994546970784
0,1,3,17510316.946220238,58.40813067764533
0,0,4,17269084.261410814,57.603465049870415
0,1,3,17395673.066890508,58.02571985630788
0,1,3,17836599.554367803,59.49649231456246
0,1,3,17181587.52827411,57.31160736170796
0,2,2,17676095.396596193,58.96110806936447
0,1,3,16997663.59931724,56.69810316813723
0,1,3,17699566.054853678,59.03939775874039
0,0,4,17517228.898692172,58.43118646952267
0,2,2,18042073.83190393,60.1818807338632
0,0,4,18568512.355687145,61.93789064421002
0,0,4,18045370.95317122,60.19287874665939
0,0,4,17969587.666809455,59.94009291150894
0,0,4,19309154.458873566,64.40840679084188
0,0,4,18185671.30502817,60.66087034901295
0,0,4,17773889.49204543,59.287314061183146
0,0,4,17647291.724644735,58.86502936099478
0,0,4,17404082.42507006,58.05377045601861
0,0,4,18232244.56425066,60.81622202077913
0,0,4,17406962.956382837,58.06337887429308
0,0,4,17393482.553072784,58.01841308866286
0,0,4,17302496.468235996,57.71491617599609
0,0,4,18708126.844430223,62.40359445345823
0,1,3,17433107.10314693,58.15058636147578
0,1,3,18381638.621493462,61.314546959425364
0,0,4,17406530.340985574,58.06193582464788
0,1,3,17565155.688037388,58.591053031826085
0,0,4,18122902.16572813,60.451495036046296
0,1,3,17405468.12443323,58.05839265159238
0,1,3,18276198.322445672,60.96283597758601
0,1,3,17733295.80845885,59.151908106916636
0,1,3,17675475.390448336,58.9590399514534
0,2,2,17445820.522489663,58.192993763958036
0,1,3,17366659.621615317,57.92894141944425
0,0,4,17681212.871550273,58.97817812850592
0,1,3,17663692.667675637,58.91973701858474
0,1,3,17561131.125774994,58.57762853704029
0,0,4,17469970.309524808,58.2735487831115
0,0,4,17294785.77793839,57.68919608149976
0,0,4,17527567.54714737,58.46567248892804
0,1,3,17557784.763358258,58.56646627344838
0,1,3,17847711.993443653,59.53355942166755
1,0,3,17945103.286621947,59.85842180972674
0,1,3,17244778.069907777,57.522388321565295
0,0,4,17567173.13250498,58.597782502255434
0,0,4,17264691.754058238,57.58881322236554
0,0,4,17676630.01840255,58.96289137576748
0,1,3,17404826.55540676,58.056252607659886
0,1,3,17362637.35686225,57.9155245883247
0,1,3,17725863.97304518,59.127118172197044
0,1,3,17404725.30314851,58.05591486647854
0,2,2,17526634.466919556,58.4625600682879
0,0,4,17676987.27304291,58.964083048984094
0,1,3,17449688.123494066,58.20589469234031
0,0,4,17233498.50571872,57.48476374508476
0,1,3,17512508.82926023,58.41544201252426
0,1,3,17778557.138992254,59.30288365559223
0,0,4,17511992.483113654,58.41371966716085
0,1,3,17491531.894747615,58.34547049025014
0,0,4,17428151.196502015,58.13405523620653
0,0,4,18625432.432173632,62.12775558359492
0,1,3,18530595.294471696,61.81141294119721
0,1,3,17698024.285799928,59.0342549707119
0,1,3,18135027.325225372,60.49194021488443
0,0,4,17098885.18092791,57.035742023234604
0,2,2,17142170.279289186,57.18012557090225
0,1,3,17636086.47717852,58.82765267842004
0,0,4,18127831.81056122,60.467938561339984
0,1,3,17520642.547110256,58.44257317505767
0,0,4,18988156.106832862,63.337671535113145
0,1,3,18129431.01291242,60.47327292622873
0,0,4,17027407.137732796,56.79731693359488
0,1,3,17718091.790039,59.10119296010237
0,1,3,17233145.940382067,57.48358771370173
0,0,4,17548927.32484771,58.53692103862583
0,0,4,17747169.588807493,59.1981860571151
0,2,2,17461393.66139707,58.24494016419503
0,1,3,17106960.312280502,57.062677762246636
0,1,3,18064740.860988628,60.25748980484228
0,1,3,17452035.203184582,58.21372370752579
0,1,3,17824908.84375012,59.45749630120819
0,0,4,17261633.313703056,57.57861136339954
0,1,3,17870674.033406902,59.610152543020966
0,0,4,17328873.54026857,57.80290061824827
0,0,4,17683061.52957667,58.98434458796611
0,0,4,17994987.2536238,60.02481681401549
0,1,3,17976587.685801443,59.96344246167904
0,1,3,17025840.566163898,56.79209141328059
0,1,3,17273808.02511674,57.61922182964051
0,1,3,17289757.261317965,57.67242275542105
0,0,4,18766943.974714544,62.5997872832215
0,0,4,17132315.372986794,57.14725314164274
0,1,3,17346941.921708524,57.863170251717484
0,0,4,17255681.188154325,57.55875720953541
0,0,4,17462401.318286818,58.248301345804435
1,0,3,17513955.914520655,58.42026896941214
1,1,2,17743035.32042659,59.184395622105285
0,1,3,18383649.699435633,61.321255193411645
0,0,4,17274285.987758394,57.620816141412156
0,0,4,17150148.322931644,57.20673746017026
